Sample,Review_ID,Title,Group,OverallRank,GroupRank,ToRead
Second,1236,"Spatially explicit estimation of occupancy, detection probability and survey effort needed to inform conservation planning",MacKenzie Cited_2011:2015,13,7,YES
Second,986,Modeling Occupancy of Hosts by Mistletoe Seeds after Accounting for Imperfect Detectability,MacKenzie Cited_2011:2015,17,8,YES
Second,1224,"Transient dynamics of invasive competition: Barred Owls, Spotted Owls, habitat, and the demons of competition present",MacKenzie Cited_2011:2015,19,9,YES
Second,1032,Primates and Cameras,MacKenzie Cited_2011:2015,23,10,YES
Second,1177,Dynamic versus static occupancy: How stable are habitat associations through a breeding season?,MacKenzie Cited_2011:2015,24,11,YES
Second,1123,Using bird species community occurrence to prioritize forests for old growth restoration,MacKenzie Cited_2011:2015,29,12,YES
Second,944,Factors driving the distribution of an endangered amphibian toward an industrial landscape in Australia,MacKenzie Cited_2011:2015,31,13,YES
Second,1015,"Identifying monitoring gaps for amphibian populations in a North American biodiversity hotspot, the southeastern USA",MacKenzie Cited_2011:2015,39,14,YES
Second,1183,"Occupancy, colonization and extinction patterns of rabbit populations: implications for Iberian lynx conservation",MacKenzie Cited_2011:2015,44,15,YES
Second,1127,Modeling Dengue Vector Dynamics under Imperfect Detection: Three Years of Site-Occupancy by Aedes aegypti and Aedes albopictus in Urban Amazonia,MacKenzie Cited_2011:2015,45,16,NO
Second,989,Performance of species occurrence estimators when basic assumptions are not met: a test using field data where true occupancy status is known,MacKenzie Cited_2011:2015,48,17,NO
Second,1104,Long-term Changes in Bird Communities after Wildfires in the Central Brazilian Amazon,MacKenzie Cited_2011:2015,53,18,NO
Second,1244,Defining optimal sampling effort for large-scale monitoring of invasive alien plants: a Bayesian method for estimating abundance and distribution,MacKenzie Cited_2011:2015,56,19,NO
Second,933,"INDIRECT MONITORING OF A RARE LIZARD: EFFECTS OF SAMPLING INTENSITY, SEASON, AND MANAGEMENT PRACTICES",MacKenzie Cited_2011:2015,58,20,NO
Second,1110,Quantifiable Long-term Monitoring on Parks and Nature Preserves,MacKenzie Cited_2011:2015,59,21,NO
Second,990,Spatial and Temporal Structure of a Mesocarnivore Guild in Midwestern North America,MacKenzie Cited_2011:2015,62,22,NO
Second,1151,Accounting for false positive detection error induced by transient individuals,MacKenzie Cited_2011:2015,63,23,NO
Second,1152,Use of Large Clear-Cuts by Wilson's Warbler in an Eastern Canadian Boreal Forest,MacKenzie Cited_2011:2015,64,24,NO
Second,1091,"Relation between Occupancy and Abundance for a Territorial Species, the California Spotted Owl",MacKenzie Cited_2011:2015,70,25,NO
Second,1000,Accounting for detectability when surveying for rare or declining reptiles: Turning rocks to find the Grassland Earless Dragon in Australia,MacKenzie Cited_2011:2015,73,26,NO
Second,1060,Using limited data to detect changes in species distributions: Insights from Amazon parrots in Venezuela,MacKenzie Cited_2011:2015,76,27,NO
Second,1178,Amphibian Sampling Techniques along Maryland Coastal-plain Streams,MacKenzie Cited_2011:2015,80,28,NO
Second,1036,Occupancy dynamics of escaped farmed Atlantic salmon in Canadian Pacific coastal salmon streams: implications for sustained invasions,MacKenzie Cited_2011:2015,82,29,NO
Second,1136,Assessing the effects of trapping on pest bird species at the country level,MacKenzie Cited_2011:2015,84,30,NO
Second,1086,Inferring seed bank from hidden Markov models: new insights into metapopulation dynamics in plants,MacKenzie Cited_2011:2015,85,31,NO
Second,1203,Disease dynamics in wild populations: modeling and estimation: a review,MacKenzie Cited_2011:2015,86,32,NO
Second,1109,Determining Occurrence Dynamics when False Positives Occur: Estimating the Range Dynamics of Wolves from Public Survey Data,MacKenzie Cited_2011:2015,90,33,NO
Second,1005,Environmental Factors Affecting Brook Trout Occurrence in Headwater Stream Segments,MacKenzie Cited_2011:2015,93,34,NO
Second,1241,Modeling Habitat Associations for the Common Loon (Gavia immer) at Multiple Scales in Northeastern North America,MacKenzie Cited_2011:2015,98,35,NO
Second,1050,Modelling species distributional shifts across broad spatial extents by linking dynamic occupancy models with public-based surveys,MacKenzie Cited_2011:2015,104,36,NO
Second,1072,Camera trap monitoring for inventory and management effectiveness in Victorian national parks: tailoring approaches to suit specific questions,MacKenzie Cited_2011:2015,114,37,NO
Second,1246,Community Participation in Chagas Disease Vector Surveillance: Systematic Review,MacKenzie Cited_2011:2015,117,38,NO
Second,963,Evaluation of Autonomous Recording Units for Detecting 3 Species of Secretive Marsh Birds,MacKenzie Cited_2011:2015,118,39,NO
Second,943,Landscape-scale factors determine occupancy of the critically endangered central rock-rat in arid Australia: The utility of camera trapping,MacKenzie Cited_2011:2015,119,40,NO
Second,1003,Historical resurveys reveal persistence of smoky mouse (Pseudomys fumeus) populations over the long-term and through the short-term impacts of fire,MacKenzie Cited_2011:2015,120,41,NO
Second,991,A range-wide occupancy estimate and habitat model for the endangered Point Arena mountain beaver (Aplodontia rufa nigra),MacKenzie Cited_2011:2015,128,42,NO
Second,961,Sensitivity of Secretive Marsh Birds to Vegetation Condition in Natural and Restored Wetlands in Wisconsin,MacKenzie Cited_2011:2015,130,43,NO
Second,1155,Reproductive dynamics of three amphibian species in Mediterranean wetlands: the role of local precipitation and hydrological regimes,MacKenzie Cited_2011:2015,133,44,NO
Second,1037,DIFFERENCE IN DETECTION AND OCCUPANCY BETWEEN TWO ANURANS: THE IMPORTANCE OF SPECIES-SPECIFIC MONITORING,MacKenzie Cited_2011:2015,135,45,NO
Second,1258,Climatic constraints on wintering bird distributions are modified by urbanization and weather,MacKenzie Cited_2011:2015,137,46,NO
Second,1160,DYNAMICS OF BREEDING-SEASON SITE OCCUPANCY OF THE CALIFORNIA SPOTTED OWL IN BURNED FORESTS,MacKenzie Cited_2011:2015,143,47,NO
Second,1143,Translocation of imperiled species under changing climates,MacKenzie Cited_2011:2015,149,48,NO
Second,1214,Carnivore Ecology and Conservation A Handbook of Techniques Foreword,MacKenzie Cited_2011:2015,155,49,NO
Second,1081,SEASONAL USE OF HABITAT BY SHRUB-BREEDING BIRDS IN A SOUTHEASTERN NATIONAL FOREST,MacKenzie Cited_2011:2015,163,50,NO
Second,1082,Improving species occupancy estimation when sampling violates the closure assumption,MacKenzie Cited_2011:2015,164,51,NO
Second,1267,Insights from Ecological Theory on Temporal Dynamics and Species Distribution Modeling,MacKenzie Cited_2011:2015,167,52,NO
Second,1030,Accounting for Imperfect Detection in Ecology: A Quantitative Review,MacKenzie Cited_2011:2015,168,53,NO
Second,1130,An index of risk of co-occurrence between marine mammals and watercraft: Example of the Florida manatee,MacKenzie Cited_2011:2015,177,54,NO
Second,1262,Monitoring species abundance and distribution at the landscape scale,MacKenzie Cited_2011:2015,188,55,NO
Second,1174,Optimal design of butterfly occupancy surveys and testing if occupancy converts to abundance for sparse populations,MacKenzie Cited_2011:2015,191,56,NO
Second,1270,Patch occupancy by squirrels in fragmented deciduous forest: effects of behavior,MacKenzie Cited_2011:2015,193,57,NO
Second,1068,"HABITAT USE AND MOVEMENT PATTERNS OF THE ENDANGERED LAND SNAIL THERSITES MITCHELLAE (COX, 1864) (CAMAENIDAE)",MacKenzie Cited_2011:2015,196,58,NO
Second,1024,Effects of habitat quality and wildfire on occupancy dynamics of Coastal California Gnatcatcher (Polioptila californica californica),MacKenzie Cited_2011:2015,206,59,NO
Second,987,Kickoff to Conflict: A Sequence Analysis of Intra-State Conflict-Preceding Event Structures,MacKenzie Cited_2011:2015,208,60,NO
Second,1135,Local and Regional Determinants of Colonisation-Extinction Dynamics of a Riparian Mainland-Island Root Vole Metapopulation,MacKenzie Cited_2011:2015,209,61,NO
Second,1164,Impact of sampling efficiency on the performance of data-driven fish habitat models,MacKenzie Cited_2011:2015,214,62,NO
Second,1013,"Snapshot Serengeti, high-frequency annotated camera trap images of 40 mammalian species in an African savanna",MacKenzie Cited_2011:2015,217,63,NO
Second,1237,Improving occupancy estimation when two types of observational error occur: non-detection and species misidentification,MacKenzie Cited_2011:2015,230,64,NO
Second,1191,"Influence of Habitat Quality, Population Size, Patch Size, and Connectivity on Patch-Occupancy Dynamics of the Middle Spotted Woodpecker",MacKenzie Cited_2011:2015,232,65,NO
Second,1273,Inference for Occupancy and Occupancy Dynamics,MacKenzie Cited_2011:2015,238,66,NO
Second,1087,Conservation of species occupying ephemeral and patchy habitats in agricultural landscapes: The case of the Eurasian reed warbler,MacKenzie Cited_2011:2015,244,67,NO
Second,940,"Citizen Science Program Shows Urban Areas Have Lower Occurrence of Frog Species, but Not Accelerated Declines",MacKenzie Cited_2011:2015,247,68,NO
Second,1077,Central-marginal population dynamics in species invasions,MacKenzie Cited_2011:2015,249,69,NO
Second,1045,Evaluation of abundance indexes in open population studies: a comparison in populations of small mammals in southern Brazil,MacKenzie Cited_2011:2015,255,70,NO
Second,1144,Australian land snails: a review of ecological research and conservation approaches,MacKenzie Cited_2011:2015,260,71,NO
Second,1083,Dynamic occupancy models for analyzing species' range dynamics across large geographic scales,MacKenzie Cited_2011:2015,261,72,NO
Second,1141,"Detection probability of the Collared Flycatcher Ficedula albicollis during quick, multiple surveys: a case study in an isolated population in northern Poland",MacKenzie Cited_2011:2015,264,73,NO
Second,1094,Evaluating breeding and metamorph occupancy and vernal pool management effects for wood frogs using a hierarchical model,MacKenzie Cited_2011:2015,265,74,NO
Second,1261,Using multilevel spatial models to understand salamander site occupancy patterns after wildfire,MacKenzie Cited_2011:2015,273,75,NO
Second,1111,Estimating Trend in Occupancy for the Southern Sierra Fisher Martes pennanti Population,MacKenzie Cited_2011:2015,274,76,NO
Second,1102,"Distribution, occupancy, and habitat associations of the gray-faced sengi (Rhynchocyon udzungwensis) as revealed by camera traps",MacKenzie Cited_2011:2015,278,77,NO
Second,1180,Estimating population impacts via dynamic occupancy analysis of Before-After Control-Impact studies,MacKenzie Cited_2011:2015,285,78,NO
Second,935,Integrating dynamic occupancy modeling and genetics to infer the status of the imperiled flattened musk turtle,MacKenzie Cited_2011:2015,286,79,NO
Second,1242,Models for Estimating Abundance from Repeated Counts of an Open Metapopulation,MacKenzie Cited_2011:2015,289,80,NO
Second,984,Testing hypotheses on distribution shifts and changes in phenology of imperfectly detectable species,MacKenzie Cited_2011:2015,292,81,NO
Second,1249,"Patterns of spatiotemporal change in large mammal distribution and abundance in the southern Western Ghats, India",MacKenzie Cited_2011:2015,297,82,NO
Second,1101,Analysing and mapping species range dynamics using occupancy models,MacKenzie Cited_2011:2015,298,83,NO
Second,1187,"Hierarchical Multi-Species Modeling of Carnivore Responses to Hunting, Habitat and Prey in a West African Protected Area",MacKenzie Cited_2011:2015,299,84,NO
Second,1208,Pine marten (Martes martes) distribution and abundance in Ireland: A cross-jurisdictional analysis using non-invasive genetic survey techniques,MacKenzie Cited_2011:2015,301,85,NO
Second,1170,Using a capture-recapture approach for modelling the detectability and distribution of Houbara Bustard in southern Tunisia,MacKenzie Cited_2011:2015,304,86,NO
Second,1116,Seasonal Habitat Use of Agoutis (Dasyprocta azarae) is Driven by the Palm Attalea phalerata in Brazilian Pantanal,MacKenzie Cited_2011:2015,308,87,NO
Second,1239,"RECOVERY OF NATIVE TREEFROGS AFTER REMOVAL OF NONINDIGENOUS CUBAN TREEFROGS, OSTEOPILUS SEPTENTRIONALIS",MacKenzie Cited_2011:2015,309,88,NO
Second,1260,A robust-design formulation of the incidence function model of metapopulation dynamics applied to two species of rails,MacKenzie Cited_2011:2015,310,89,NO
Second,1202,Estimating the relationship between abundance and distribution,MacKenzie Cited_2011:2015,312,90,NO
Second,1138,Occupancy patterns and niche partitioning within a diverse carnivore community exposed to anthropogenic pressures,MacKenzie Cited_2011:2015,317,91,NO
Second,1039,Factors Influencing Detection in Occupancy Surveys of a Threatened Lagomorph,MacKenzie Cited_2011:2015,320,92,NO
Second,1146,Probability of Detection and Visual Count Error for Rafinesque's Big-eared Bat (Corynorhinus rafinesquii) and Southeastern myotis (Myotis austroriparius) in Tree Cavities,MacKenzie Cited_2011:2015,327,93,NO
